id,red,green,blue,black,white,doble(1:yes, 0:no)
"242.51 -11.59",650,178,2059,1006468,9223,0
"300.0 +43.38",5,178,5,991589,26801,0
"297.5 +15.60",4,228,3,970458,47885,0
"341.15 +72.28",1,206,1,1011429,6941,0
"296.1 +18.34",3,178,5,969563,48829,0
"331.96 +19.54",4,203,2,1009288,9081,0
"302.67 +1.31",6580,200,383,1000770,10645,0
"77.95 -0.67",2124,184,1904,1004800,9566,0
"196.66 -0.28",45,181,643,1016461,1248,0
"242.06 -12.51",1008,182,1302,1010031,6055,0
"144.82 -2.38",2038,180,711,1013801,1848,0
"339.54 -0.88",791,171,766,1015824,1026,0
"155.26 -15.48",4433,183,5679,995461,12822,0
"10.91 -12.14",805,179,624,1015938,1032,0
"19.16 -11.93",392,183,60,1017171,772,0
"337.1 -1.58",640,175,716,1014745,2302,0
"283.61 -13.80",24480,191,9735,954384,29788,0
"343.4 +51.27",1,181,2,978368,40026,0
"267.05 -8.50",21330,185,61,987821,9181,0
"334.08 -6.29",733,182,1060,1014004,2599,0
"106.86 +0.85",4710,178,2769,998751,12170,0
"188.69 -0.51",1355,176,1078,1012947,3022,0
"240.26 -12.66",580,175,1123,1010137,6563,0
"173.08 -2.67",5370,177,296,1012084,651,0
"114.42 -15.63",3,224,11,992745,25595,0
"160.56 -4.17",398,179,764,1015679,1558,0
"121.74 +0.07",1964,179,658,1010776,5001,0
"112.25 -5.86",2423,180,7164,986195,22616,0
"325.18 -6.42",495,178,563,1015477,1865,0
"234.72 -6.10",456,179,546,1014734,2663,0
"109.59 -1.23",10832,188,530,987295,19733,0
"61.07 +75.28",1,182,3,995166,23226,0
"107.06 -5.62",10315,187,1429,988232,18415,0
"147.5 +4.95",4,185,6,1017292,1091,0
"205.11 +1.06",365,181,72,1016975,985,0
"150.88 +1.81",801,175,353,1015311,1938,0
"116.87 -13.68",4882,213,7094,988875,17514,0
"79.39 -12.23",586,179,991,1011422,5400,0
"215.13 -8.81",1999,180,1589,1012669,2141,0
"43.61 -9.14",159,182,335,1016531,1371,0
"60.57 -6.93",518,180,405,1015936,1539,0
"213.73 -9.75",1074,176,246,1016787,295,0
"125.11 +0.45",1035,178,766,1014099,2500,0
"104.7 -1.11",3270,186,1064,1003947,10111,0
"177.65 -10.96",43,177,1228,1014535,2595,0
"246.16 -4.52",1541,184,556,1010923,5374,0
"96.67 -7.97",954,183,3129,999753,14559,0
"306.53 +75.07",1,180,4,992456,25937,0
"49.01 -4.85",5,202,5,1016290,2076,0
"314.53 +45.82",9,258,22,951156,67133,0
"299.53 -7.70",2166,180,3567,1005274,7391,0
"92.14 -6.88",702,175,371,1015876,1454,0
"206.7 -3.63",418,176,533,1015772,1679,0
"314.31 +33.36",4,199,9,981137,37229,0
"127.09 -8.55",3048,178,1028,1004928,9396,0
"301.78 -6.23",1890,178,837,1010503,5170,0
"144.06 -14.94",724,179,1707,1011041,4927,0
"39.29 +1.75",269,182,574,1016457,1096,0
"225.42 +2.50",1741,176,338,1014758,1565,0
"340.3 +2.44",463,181,340,1014939,2655,0
"168.54 -15.07",749,181,1629,1012922,3097,0
"267.59 -5.94",1975,177,6971,1005486,3969,0
"0.7 +0.82",738,179,183,1015538,1940,0
"341.8 +3.35",614,175,670,1015775,1344,0
"266.02 -8.62",12158,179,4,1000935,5302,0
"9.6 -6.93",350,178,227,1016823,1000,0
"104.45 -13.97",6,202,5,1004036,14329,0
"28.62 -1.17",783,182,642,1016604,367,0
"346.31 -6.24",1175,178,36,1015098,2091,0
"263.71 -4.52",354,181,2391,1013929,1723,0
"91.32 +2.74",689,180,959,1013859,2891,0
"320.09 +2.19",911,177,273,1013763,3454,0
"98.7 -11.14",897,176,3000,1007375,7130,0
"72.35 -9.89",478,180,575,1013517,3828,0
"196.24 +0.77",114,178,357,1014887,3042,0
"345.22 +41.69",2,215,11,1010813,7537,0
"56.16 -5.56",79,178,587,1017141,593,0
"215.35 -3.83",696,180,874,1015640,1188,0
"232.93 +1.08",996,177,732,1014734,1939,0
"2.33 -5.48",462,176,364,1016319,1257,0
"53.24 -2.32",918,179,877,1013606,2998,0
"268.41 +0.82",3131,181,6811,1002266,6189,0
"126.03 +0.56",575,178,1116,1010773,5936,0
"227.16 -0.79",717,178,187,1017030,466,0
"91.18 -0.56",870,179,1565,1012438,3526,0
"87.0 +3.16",1082,177,4771,1010312,2236,0
"229.81 -11.20",1371,188,436,1009725,6858,0
"218.72 -4.69",725,184,962,1011317,5390,0
"273.83 -9.09",43,179,4339,1012804,1213,0
"233.48 -1.91",522,178,2368,1009864,5646,0
"14.72 -7.91",929,173,6476,1009941,1059,0
"277.34 +70.37",1,182,5,1011096,7294,0
"67.42 -7.72",401,177,311,1016601,1088,0
"83.26 -8.04",716,177,953,1013944,2788,0
"289.22 -1.69",8036,200,3770,980301,26271,0
"251.13 -7.36",1206,179,2178,1010270,4745,0
"270.54 -12.24",13501,192,1362,992250,11273,0
"227.13 -11.51",642,180,789,1014442,2525,0
"206.53 -7.28",514,175,797,1015191,1901,0
"208.89 -2.69",437,181,1448,1011871,4641,0
"151.92 -8.68",371,177,364,1016567,1099,0
"313.07 -7.38",2118,173,1881,1009208,5198,0
"48.24 -6.94",46,177,186,1017881,288,0
"113.27 -9.82",17624,187,1114,980190,19463,0
"131.81 -6.15",515,183,1491,1010817,5572,0
"102.86 -1.99",7841,176,3682,989867,17012,0
"30.87 +44.84",7,187,5,1001513,16866,0
"173.27 -7.88",416,178,58,1017072,854,0
"68.13 -4.97",213,176,736,1015489,1964,0
"290.96 +37.66",4,184,9,998539,19842,0
"288.93 +16.30",2,195,1,1009704,8676,0
"180.43 -11.29",818,176,929,1016222,433,0
"254.53 -9.77",314,182,1306,1014054,2722,0
"78.15 +67.14",4,201,5,1001216,17152,0
"147.87 -12.77",1580,177,1204,1009128,6489,0
"39.64 +10.95",5,180,3,1017956,434,0
"317.55 -6.52",421,180,512,1016775,690,0
"256.91 +0.53",2829,179,2441,1004550,8579,0
"84.91 +50.85",11,191,3,1010400,7973,0
"205.34 +9.92",2,186,1,1016953,1436,0
"272.67 -0.50",1072,175,5738,1006810,4783,0
"78.28 +84.70",4,194,5,1011174,7201,0
"112.93 -2.52",10545,174,1929,999289,6641,0
"92.88 +45.29",1,185,4,1002307,16081,0
"153.71 +0.61",384,176,271,1016434,1313,0
"253.39 +2.14",2353,183,1366,1010897,3779,0
"222.74 +1.02",206,181,318,1016593,1280,0
"12.69 -4.03",348,175,352,1016752,951,0
"253.78 -0.15",608,180,1430,1012772,3588,0
"169.2 +2.57",291,181,137,1017296,673,0
"226.19 -13.26",1662,177,164,1013457,3118,0
"95.59 +0.88",965,180,6587,1005858,4988,0
"150.64 -12.76",109,177,391,1017714,187,0
"111.09 -5.73",1003,193,4430,1003500,9452,0
"116.66 -10.32",12903,180,1161,989074,15260,0
"350.56 -6.22",759,173,918,1014668,2060,0
"36.98 -14.56",329767,181,269,687020,1341,0
"294.69 +2.42",7020,200,11067,984516,15775,0
"262.18 -7.37",186,184,496,1016173,1539,0
"42.45 -11.70",73,184,158,1016746,1417,0
"100.66 -9.25",1762,185,3620,1001455,11556,0
"347.64 +0.93",471,179,644,1013786,3498,0
"166.48 -7.03",581,176,3640,999877,14304,0
"27.48 +2.43",433,177,140349,876867,752,0
"52.18 -8.69",451,180,567,1014922,2458,0
"239.86 -3.44",297,176,283,1017225,597,0
"32.47 -10.09",1080,178,35,1015192,2093,0
"98.93 -7.35",4339,194,5912,987671,20462,0
"14.2 +77.53",6,189,5,1011615,6763,0
"275.17 -12.21",42762,191,2590,934902,38133,0
"224.89 -12.27",553,174,567,1015035,2249,0
"170.81 +0.38",553,180,105,1017376,364,0
"52.53 -3.89",430,181,502,1016152,1313,0
"303.79 -0.23",7104,175,346,998797,12156,0
"248.22 -8.37",2533,196,354,1011288,4207,0
"155.97 -5.83",685,177,87,1015666,1963,0
"248.42 -9.13",2196,187,2983,1008347,4865,0
"150.11 -17.90",6,195,6,1014515,3856,0
"301.8 -7.52",4719,175,961,1004729,7994,0
"150.78 -13.54",510,180,366,1015690,1832,0
"217.93 -4.91",570,174,224,1016264,1346,0
"154.85 -13.20",128,177,1083,1014573,2617,0
"303.31 -4.15",711,181,3979,1007991,5716,0
"43.26 -6.90",234,177,683,1015164,2320,0
"161.04 -4.88",596,179,744,1015232,1827,0
"151.13 -11.80",1119,180,457,1016141,681,0
"310.97 -2.96",3246,179,711,1008850,5592,0
"319.51 -4.13",2293,178,198,1012589,3320,0
"189.9 -6.37",1045,178,331,1015408,1616,0
"291.04 +33.83",4,208,2,970662,47702,0
"238.18 +1.75",894,184,2028,1012566,2906,0
"357.92 +1.09",584,175,272,1015969,1578,0
"71.64 -7.05",260,174,564,1015710,1870,0
"142.56 +1.90",422,180,321,1016277,1378,0
"13.65 +1.91",1487,180,608,1012782,3521,0
"318.39 +2.80",1673,181,238,1013628,2858,0
"137.27 -13.79",1429,178,2864,1006782,7325,0
"345.69 +35.51",2,198,5,1009138,9235,0
"272.37 -9.26",654,180,7966,1006520,3258,0
"74.34 -3.75",288,178,256,1016845,1011,0
"217.07 -6.38",2638,176,412,1007728,7624,0
"139.32 -11.92",893,180,48,1016026,1431,0
"291.93 -3.63",2731,192,3160,1001554,10941,0
"130.61 -2.60",528,182,1017,1015179,1672,0
"128.2 -4.64",1107,177,369,1012116,4809,0
"8.54 -8.70",371,176,177,1016531,1323,0
"116.65 -18.28",2,196,2,1000949,17429,0
"298.95 +18.85",2,202,5,968678,49691,0
"72.99 -3.60",1152,179,409,1012740,4098,0
"314.73 -4.42",1946,176,729,1010596,5131,0
"9.83 -3.39",393,175,226,1016467,1317,0
"207.24 -12.70",405,184,681,1013852,3456,0
"289.84 -4.18",2598,187,3968,1001908,9917,0
"97.54 -6.52",1418,177,2613,1006917,7453,0
"128.04 +22.77",2,208,1,1013642,4725,0
"17.74 -5.42",361,180,155,1016332,1550,0
"251.91 -1.32",900,178,698,1012596,4206,0
"42.82 +42.57",1,215,8,1008462,9892,0
"253.96 -5.10",339,182,795,1014878,2384,0
"241.21 -5.82",668,183,687,1013010,4030,0
"17.41 -3.48",692,177,429,1015147,2133,0
"319.12 -7.89",1393,173,495,1013665,2852,0
"64.09 -0.20",1094,180,482,1013372,3450,0
"353.06 +19.58",3,182,8,1016510,1875,0
"260.86 -1.19",2349,180,3119,1006714,6216,0
"347.55 +0.95",229,183,287,1016340,1539,0
"261.3 -8.60",1050,180,1467,1012387,3494,0
"206.9 -7.05",418,180,1251,1014203,2526,0
"230.42 -1.86",1335,179,1638,1013490,1936,0
"36.45 -15.10",3,180,3,1016276,2116,0
"216.44 -2.43",338,180,1295,1014926,1839,0
"287.27 +35.79",1,200,5,1003832,14540,0
"255.75 -14.75",957,219,3521,1007358,6523,0
"244.01 +64.19",5,198,6,1015942,2427,0
"74.89 +0.52",635,183,246,1014743,2771,0
"252.06 -15.20",1162,180,1268,1011650,4318,0
"227.98 +14.40",4,196,6,1014131,4241,0
"187.77 -15.61",1096,177,526,1014202,2577,0
"166.89 -10.75",3383,180,738,1012663,1614,0
"267.21 +15.94",7,180,6,1005936,12449,0
"67.61 -1.74",768,188,260,1014606,2756,0
"95.9 -3.13",3018,181,5481,998399,11499,0
"148.78 -2.19",1600,179,638,1013969,2192,0
"166.82 -15.19",1053,180,1796,1013434,2115,0
"206.48 +1.74",465,183,113,1016224,1593,0
"285.87 +2.66",3802,200,11134,989989,13453,0
"213.83 -6.56",315,181,331,1017315,436,0
"250.04 -3.57",1461,211,1106,1010519,5281,0
"228.93 -11.86",1186,181,629,1012206,4376,0
"151.09 -0.88",677,181,374,1015994,1352,0
"358.73 +67.77",1,194,6,1012293,6084,0
"98.15 +1.05",1235,180,1847,1007072,8244,0
"116.65 -14.20",5173,181,7931,991411,13882,0
"89.74 -10.67",124,181,1564,1014180,2529,0
"356.93 -2.52",325,182,541,1015441,2089,0
"92.5 +2.15",1557,181,3760,1006863,6217,0
"245.26 -11.51",6742,182,809,1009081,1764,0
"231.82 +2.32",2280,178,2104,1010680,3336,0
"120.92 -5.17",1142,187,2161,1007531,7557,0
"289.36 +15.89",1,208,2,991497,26870,0
"187.13 -13.73",993,179,292,1013466,3648,0
"268.93 -14.33",2425,184,35108,972311,8550,0
"12.57 -4.25",141,183,436,1017621,197,0
"170.75 -6.63",1088,177,618,1014736,1959,0
"298.94 -7.88",3256,181,1285,1006404,7452,0
"347.84 +2.59",321,183,91,1016484,1499,0
"186.46 -5.95",889,180,180,1013128,4201,0
"210.27 -2.09",398,182,497,1015499,2002,0
"96.79 -8.62",1985,178,3821,1005079,7515,0
"11.1 +2.75",608,176,199,1016263,1332,0
"342.42 -4.86",75,178,80,1017979,266,0
"285.66 +1.29",1703,202,2115,1002906,11652,0
"30.55 -7.32",1002,185,97,1014267,3027,0
"110.5 -6.10",3453,206,8411,978870,27638,0
"68.88 -10.63",268,179,581,1015570,1980,0
"284.19 -2.34",1341,180,6790,1002979,7288,0
"268.66 -18.04",2,208,4,892855,125509,0
"88.52 -11.23",54,174,659,1015334,2357,0
"144.02 -4.36",216,181,825,1015967,1389,0
"240.53 -3.84",712,181,1349,1014095,2241,0
"340.46 -7.90",1132,178,723,1012640,3905,0
"178.17 -13.88",767,180,222,1016300,1109,0
"21.22 -0.91",330,179,827,1013352,3890,0
"313.04 +1.44",3547,180,605,1006838,7408,0
"17.94 -13.82",721,177,280,1015335,2065,0
"330.79 +0.12",626,178,280,1014147,3347,0
"43.74 -5.95",130,175,341,1017266,666,0
"254.83 -14.49",2012,188,3383,1003994,9001,0
"125.28 -8.59",1925,182,1834,1007360,7277,0
"176.11 -12.95",585,177,521,1015625,1670,0
"69.57 -11.61",122,181,272,1016824,1179,0
"28.64 -9.56",1313,181,435,1012356,4293,0
"225.85 -14.06",1068,173,317,1014747,2273,0
"147.78 +2.82",719,177,549,1016156,977,0
"324.39 +2.78",1551,178,783,1012401,3665,0
"261.15 +3.18",4786,246,824204,167566,21776,0
"23.48 -10.75",230,177,466,1015763,1942,0
"175.98 -8.61",801,179,409,1014878,2311,0
"84.39 -2.39",2011,181,938,1011126,4322,0
"46.89 +81.54",2,180,1,1013310,5085,0
"104.21 +33.85",2,226,2,1009651,8697,0
"315.83 -0.83",3093,170,990,1008802,5523,0
"139.53 +0.36",1275,180,321,1014168,2634,0
"242.04 -9.42",996,178,848,1012607,3949,0
